Número de identificação da publicação,Link permanente,Publicar mensagem,Tipo,Países,Idiomas,Publicado,Direcionamento do público,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length,Lifetime Talking About This (Post) by action type - share,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - comment,Lifetime Post Stories by action type - share,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - comment,Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - photo view,Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - video play,Lifetime Matched Audience Targeting Consumptions by Type - other clicks,Lifetime Matched Audience Targeting Consumptions by Type - photo view,Lifetime Matched Audience Targeting Consumptions by Type - link clicks,Lifetime Matched Audience Targeting Consumptions by Type - video play,Lifetime Negative Feedback from Users by Type - hide_all_clicks,Lifetime Negative Feedback from Users by Type - hide_clicks,Lifetime Negative Feedback from Users by Type - unlike_page_clicks,Lifetime Negative Feedback from Users by Type - report_spam_clicks,Lifetime Negative Feedback by Type - hide_all_clicks,Lifetime Negative Feedback by Type - hide_clicks,Lifetime Negative Feedback by Type - unlike_page_clicks,Lifetime Negative Feedback by Type - report_spam_clicks,,
316136345150243_1842859052477957,https://www.facebook.com/camaradeputados/posts/1842859052477957,Entenda melhor os termos usados nos debates e votações na Câmara. Na semana passada explicamos o que é Sessão Conjunta! https://goo.gl/Fv8q6G,Video,,,10/22/2018 9:27:06 AM, ,1294,1294,0,1706,1706,0,55,49,58,1,1,1418,1061,0,0,43,73,74,0,0,73,74,0,0,2369,2934,3,7,1,3,8,4,32,,3,9,39,,4,9,,1,,,,1,,,,
316136345150243_1825536567543539,https://www.facebook.com/camaradeputados/posts/1825536567543539,"A proposta estende o direito, já garantido às pessoas com deficiência visual, aos demais usuários de cães de assistência, tais como os usados por surdos e pessoas com epilepsia ou diabetes. https://goo.gl/dH29cJ",Photo,,,10/19/2018 3:08:00 PM, ,11609,11609,0,15047,15047,0,424,182,324,2,3,7472,5978,0,0,160,0,0,0,0,0,0,0,0,0,0,72,261,19,75,263,27,127,57,9,,257,57,10,,,3,,,,2,,,,
316136345150243_1824284627668733,https://www.facebook.com/camaradeputados/posts/1824284627668733,"Reservas extrativistas, áreas de conservação ambiental e regiões ribeirinhas também serão isentos. A Câmara ainda vai debater a proposta. https://goo.gl/JVmNcb",Photo,,,10/19/2018 7:42:00 AM, ,8647,8647,0,11253,11253,0,414,296,387,2,3,9280,7117,0,0,357,0,0,0,0,0,0,0,0,0,0,22,147,37,24,157,61,265,40,3,,341,43,3,,,3,,,,2,,,,
316136345150243_1824260507671145,https://www.facebook.com/camaradeputados/posts/1824260507671145,O vendedor deverá oferecer mecanismos que permitam que o consumidor faça o rastreamento de suas compras online. A proposta ainda será debatida pelas comissões da Câmara. https://goo.gl/DzXgSk,Photo,,,10/18/2018 3:07:00 PM, ,7011,7011,0,8858,8858,0,225,157,198,2,3,7452,5949,0,0,196,0,0,0,0,0,0,0,0,0,0,23,81,21,23,83,22,135,23,2,,171,25,2,,1,2,,,1,1,,,,
316136345150243_1824206477676548,https://www.facebook.com/camaradeputados/posts/1824206477676548,"O projeto visa avançar a legislação existente do Estatuto Geral dos Guardas Municipais. Um dos objetivos é que eles sejam chamados de “polícia municipal”, como já ocorre em alguns municípios.  https://goo.gl/UL7Z2n",Photo,,,10/18/2018 7:34:00 AM, ,9343,9343,0,12222,12222,0,454,309,449,5,6,9567,7243,0,0,379,0,0,0,0,0,0,0,0,0,0,40,197,36,41,211,60,259,53,22,,369,58,22,,2,4,,,2,3,,,,
316136345150243_1824196604344202,https://www.facebook.com/camaradeputados/posts/1824196604344202,"A AME é uma doença que leva à fraqueza e atrofia muscular. De acordo com o texto em debate, o Ministério da Saúde padronizará os medicamentos a serem usados em cada estágio da doença. https://goo.gl/3AFAeM",Photo,,,10/17/2018 2:51:00 PM, ,7496,7496,0,9833,9833,0,254,125,143,2,2,7748,5885,0,0,192,0,0,0,0,0,0,0,0,0,0,49,120,18,50,124,21,90,34,4,,101,38,4,,,2,,,,2,,,,
316136345150243_1826334920797037,https://www.facebook.com/camaradeputados/posts/1826334920797037,"As marcas e publicações deverão apresentar tarja com a frase “silhueta retocada”. O projeto inclui todo tipo de alteração gráfica em modelos, com exceção de retoques digitais de cabelo e remoção de manchas na pele. https://goo.gl/HLbL2c",Photo,,,10/17/2018 11:05:00 AM, ,17998,17998,0,23860,23860,0,1307,1078,1470,6,6,15093,11137,0,0,834,0,0,0,0,0,0,0,0,0,0,76,381,149,78,394,195,921,187,18,,1243,208,19,,1,5,,,1,5,,,,
316136345150243_1825441887553007,https://www.facebook.com/camaradeputados/posts/1825441887553007,Esta forma de pagamento pode facilitar o planejamento financeiro do consumidor e contribuir para a redução da inadimplência. A proposta será debatida nas comissões da Câmara. https://goo.gl/FiQkY9,Photo,,,10/17/2018 7:31:00 AM, ,15382,15382,0,19911,19911,0,872,720,932,3,3,14283,11232,0,0,678,0,0,0,0,0,0,0,0,0,0,67,207,77,68,215,120,621,98,30,,800,102,30,,,3,,,,3,,,,
316136345150243_1822829687814227,https://www.facebook.com/camaradeputados/posts/1822829687814227,A proposta determina que escolas e hospitais usem os nomes afetivos das crianças em processo de adoção. Este nome é que os pais adotivos pretendem tornar definitivo quando a guarda do menor for concedida. https://goo.gl/S4M6kN,Photo,,,10/16/2018 3:03:00 PM, ,5837,5837,0,7458,7458,0,130,75,89,0,0,6103,4505,0,0,108,0,0,0,0,0,0,0,0,0,0,16,58,4,16,60,6,58,21,4,,62,23,4,,,,,,,,,,,
316136345150243_1822828217814374,https://www.facebook.com/camaradeputados/posts/1822828217814374,Projeto em debate define que a visita dos pets ficará restrita a horários específicos e dependerá de autorização do médico responsável pelo doente. https://goo.gl/xoAwSb,Photo,,,10/16/2018 7:37:00 AM, ,18300,18300,0,24899,24899,0,1150,464,616,2,2,8857,6395,0,0,396,0,0,0,0,0,0,0,0,0,0,174,810,54,178,844,79,378,101,14,,490,112,14,,,2,,,,2,,,,
316136345150243_1822560674507795,https://www.facebook.com/camaradeputados/posts/1822560674507795,A proposta em debate institui um imposto federal sobre combustíveis e define que só poderão incidir tributos de importação e exportação. https://goo.gl/MhmsW7,Photo,,,10/15/2018 3:10:00 PM, ,8146,8146,0,10791,10791,0,360,267,347,2,2,9072,6937,0,0,314,0,0,0,0,0,0,0,0,0,0,27,109,16,33,115,18,220,52,17,,273,56,18,,,2,,,,2,,,,
316136345150243_1832649453498917,https://www.facebook.com/camaradeputados/posts/1832649453498917:0,Dicionário legislativo,Photo,,,10/15/2018 12:43:28 PM, ,5449,5449,0,7204,7204,0,109,75,96,2,2,6418,4588,0,0,89,0,0,0,0,0,0,0,0,0,0,8,32,3,8,33,6,49,28,1,,66,29,1,,1,1,,,1,1,,,,
316136345150243_160019434943827,https://www.facebook.com/camaradeputados/videos/160019434943827/,Entenda melhor os termos usados nos debates e votações na Câmara. Na semana passada explicamos o que é Relatoria. Confira! https://goo.gl/WGDxEq,Video,,,10/15/2018 12:41:49 PM, ,1716,1716,0,2351,2354,0,54,47,57,0,0,1932,1362,0,0,43,24,24,0,0,51,53,0,0,2230,6434,3,9,,3,10,,34,,1,6,43,,1,7,,,,,,,,,,
316136345150243_1822557461174783,https://www.facebook.com/camaradeputados/posts/1822557461174783,"Se aprovado, o benefício será distribuído aos pais e só poderá ser usado em estabelecimentos credenciados. https://goo.gl/ntEpgP",Photo,,,10/15/2018 7:32:00 AM, ,9500,9500,0,12742,12742,0,367,248,308,3,3,9764,7330,0,0,288,0,0,0,0,0,0,0,0,0,0,32,135,31,32,138,39,214,35,6,,264,38,6,,1,2,,,1,2,,,,
316136345150243_1826552214108641,https://www.facebook.com/camaradeputados/posts/1826552214108641,"Hoje é o Dia Nacional de Prevenção da Obesidade. Para ajudar a reduzir a obesidade e as doenças relacionadas a ela, a Câmara debate diversas propostas sobre o tema, como a que obriga a indústria alimentícia a informar claramente, nas embalagens, se os produtos contêm muito carboidrato, sal, açúcar, adoçante, gorduras e corantes. https://goo.gl/Xw9PX6",Photo,,,10/11/2018 3:01:00 PM, ,7650,7650,0,10214,10214,0,270,160,224,2,2,8672,6578,0,0,209,0,0,0,0,0,0,0,0,0,0,28,107,38,28,111,45,138,30,3,,187,34,3,,2,,,,2,,,,,
316136345150243_1824259564337906,https://www.facebook.com/camaradeputados/posts/1824259564337906,"O debate no Twitter sobre a intervenção federal na segurança pública do Rio de Janeiro teve um aumento de 88% em relação à semana passada, com mais de 24 mil menções. Leia o relatório completo em:https://goo.gl/Fx6YTt",Photo,,,10/11/2018 11:05:00 AM, ,5281,5281,0,6854,6854,0,55,35,42,0,0,6228,4523,0,0,49,0,0,0,0,0,0,0,0,0,0,1,18,8,1,19,13,24,12,2,,26,14,2,,,,,,,,,,,
316136345150243_1819253064838556,https://www.facebook.com/camaradeputados/posts/1819253064838556,Está em debate proposta que obriga hoteis a oferecerem gratuitamente a seus hóspedes adaptadores de tomada com certificação do Inmetro. https://goo.gl/QzWYSJ,Photo,,,10/11/2018 7:35:00 AM, ,24370,24370,0,32296,32296,0,1610,1253,1645,12,13,22245,16649,0,0,1034,0,0,0,0,0,0,0,0,0,0,71,548,204,73,568,268,1157,139,25,,1478,142,25,,4,9,,,3,9,,,,
316136345150243_1819093444854518,https://www.facebook.com/camaradeputados/posts/1819093444854518,O programa pretende promover a integração das bicicletas ao sistema de transporte público coletivo; apoiar estados e municípios na instalação de bicicletários públicos e na construção de ciclovias e ciclofaixas; e promover campanhas de divulgação dos benefícios do uso da bicicleta. https://goo.gl/AeEnM4,Photo,,,10/10/2018 3:02:00 PM, ,12315,12315,0,15949,15949,0,481,259,334,2,2,9782,7497,0,0,312,0,0,0,0,0,0,0,0,0,0,92,235,33,99,244,42,201,61,20,,247,65,22,,,2,,,,2,,,,
316136345150243_1819229664840896,https://www.facebook.com/camaradeputados/posts/1819229664840896,Os alertas servirão para informar mulheres sobre os riscos de o medicamento causar coágulos sanguíneos. O projeto ainda será debatido pelas comissões da Câmara. https://goo.gl/TdYmig,Photo,,,10/10/2018 7:21:00 AM, ,6338,6338,0,8296,8296,0,203,107,149,0,0,6548,4754,0,0,154,0,0,0,0,0,0,0,0,0,0,41,92,11,42,96,11,78,32,4,,111,34,4,,,,,,,,,,,
316136345150243_1824207664343096,https://www.facebook.com/camaradeputados/posts/1824207664343096,"A nova lei simplifica procedimentos para reduzir a burocracia para o cidadão. Entre eles, o fim da exigência de reconhecimento de firma e da autenticação de cópia de documentos. https://goo.gl/SWPNhZ",Photo,,,10/09/2018 5:05:00 PM, ,47835,47835,0,67396,67396,0,3450,2441,3339,5,5,26728,19162,0,0,1725,0,0,0,0,0,0,0,0,0,0,563,1309,135,571,1380,164,1852,474,503,,2307,502,530,,2,3,,,2,3,,,,
316136345150243_1819263644837498,https://www.facebook.com/camaradeputados/posts/1819263644837498,A lei obriga as escolas e estabelecimentos de recreação infantil a fazerem curso de capacitação de professores e funcionários em noções básicas de primeiros socorros. https://goo.gl/61B9gA,Photo,,,10/09/2018 2:55:00 PM, ,22265,22265,0,31487,31487,0,1056,556,766,4,4,14310,10597,0,0,527,0,0,0,0,0,0,0,0,0,0,188,603,69,200,625,102,440,129,28,,601,135,30,,1,3,,,1,3,,,,
316136345150243_1824040264359836,https://www.facebook.com/camaradeputados/posts/1824040264359836:0,Dicionário legislativo,Photo,,,10/09/2018 10:41:35 AM, ,4399,4399,0,5930,5930,0,66,44,82,0,0,5240,3764,0,0,58,0,0,0,0,0,0,0,0,0,0,6,19,1,6,20,1,29,17,5,,58,17,7,,,,,,,,,,,
316136345150243_242921766404586,https://www.facebook.com/camaradeputados/videos/242921766404586/,Entenda melhor os termos usados nos debates e votações na Câmara. Na semana passada explicamos o que é Obstrução. Confira! https://goo.gl/nHwzoM,Video,,,10/09/2018 10:32:00 AM, ,1601,1601,0,2277,2277,0,52,42,89,0,0,1858,1277,0,0,43,37,38,0,0,58,64,0,0,2830,4934,6,7,,6,8,,28,,6,8,56,,8,18,,,,,,,,,,
316136345150243_1818906891539840,https://www.facebook.com/camaradeputados/posts/1818906891539840,"A proposta, que ainda será votada pelas comissões da Câmara, tornará obrigatório exame para a identificação da diabetes mellitus na admissão e no desligamento do trabalhador. https://goo.gl/C6rfTV",Photo,,,10/09/2018 7:31:00 AM, ,7295,7295,0,9551,9551,0,293,194,269,2,2,8079,6179,0,0,253,0,0,0,0,0,0,0,0,0,0,27,113,30,27,116,36,162,35,11,,220,37,12,,,2,,,,2,,,,
316136345150243_1815336028563593,https://www.facebook.com/camaradeputados/posts/1815336028563593,"Trabalhadores de drogarias e farmácias comunitárias e hospitalares poderão receber um adicional no salário por trabalho insalubre. A proposta, que está sendo debatida, altera a Consolidação das Leis do Trabalho. https://goo.gl/V9Gk5r",Photo,,,10/08/2018 4:58:01 PM, ,7049,7049,0,9200,9200,0,319,245,314,1,1,7815,6037,0,0,278,0,0,0,0,0,0,0,0,0,0,29,83,24,29,83,28,209,37,18,,254,41,19,,,1,,,,1,,,,
316136345150243_1823033864460476,https://www.facebook.com/camaradeputados/posts/1823033864460476,Conheça como ficaram as bancadas da Câmara para 2019. Os resultados finais ainda poderão ser alterados em decorrência de eventuais recursos decididos pela Justiça Eleitoral. https://goo.gl/aivdCV,Photo,,,10/08/2018 1:56:26 PM, ,11414,11414,0,15618,15618,0,631,499,670,2,2,11333,8465,0,0,493,0,0,0,0,0,0,0,0,0,0,69,142,17,70,145,25,246,158,204,,296,161,213,,,2,,,,2,,,,
316136345150243_1822517601178769,https://www.facebook.com/camaradeputados/posts/1822517601178769,"Prioridade do exame de corpo de delito para crimes que envolvam violência doméstica e familiar contra mulher ou violência contra criança, adolescente, idoso ou pessoa com deficiência. https://goo.gl/G79sXe",Photo,,,10/08/2018 11:02:00 AM, ,7765,7765,0,10583,10583,0,271,129,178,1,1,7501,5738,0,0,164,0,0,0,0,0,0,0,0,0,0,60,129,11,60,135,13,89,36,15,,123,38,17,,,1,,,,1,,,,
316136345150243_1817936018303594,https://www.facebook.com/camaradeputados/posts/1817936018303594,"O projeto proíbe o ensino a distância em qualquer etapa da educação básica – que compreende os ensinos infantil, fundamental e médio. goo.gl/iaGy3d",Photo,,,10/08/2018 7:32:00 AM, ,21335,21335,0,29505,29505,0,1707,1202,1779,8,8,21160,15488,0,0,1320,0,0,0,0,0,0,0,0,0,0,100,710,148,100,734,304,1083,128,73,,1560,138,81,,2,6,,,2,6,,,,
316136345150243_1926302090996650,https://www.facebook.com/camaradeputados/videos/1926302090996650/,Sabia que mesmo sem o título de eleitor é possível votar? Veja como no nosso vídeo. #Eleicoes2018 #CamaraEleicoes2018,Video,,,10/07/2018 9:30:00 AM, ,3968,3968,0,6355,6355,0,100,69,96,2,2,5597,3407,0,0,84,99,102,0,0,967,1034,0,0,3689,22526,6,31,4,6,32,4,41,,6,35,48,,7,39,1,1,,,1,1,,,,
316136345150243_1818943411536188,https://www.facebook.com/camaradeputados/posts/1818943411536188,"Hoje é o dia do primeiro turno das eleições. Já sabe onde vai votar? Confirme o seu local de votação aqui: https://goo.gl/fSs2Hi

Compareça portando um dos documentos abaixo:
- Carteira de identidade (RG)
- Passaporte Válido
- Carteira nacional de habilitação
- Carteira de trabalho",Photo,,,10/07/2018 4:35:00 AM, ,6671,6671,0,9665,9665,0,186,125,142,0,0,8300,5690,0,0,169,0,0,0,0,0,0,0,0,0,0,13,55,10,13,56,12,91,30,9,,101,30,11,,,,,,,,,,,
316136345150243_1818808798216316,https://www.facebook.com/camaradeputados/posts/1818808798216316,A postagem mais compartilhada se refere a denúncias de supostas ações criminosas praticadas por forças de segurança em comunidades do Rio durante a intervenção. Também houve muita repercussão posts sobre uma possível suspensão da intervenção. Leia a íntegra do relatório sobre o debate nas redes: https://goo.gl/1hcq4B,Photo,,,10/05/2018 7:32:00 AM, ,4551,4551,0,6218,6218,0,59,30,37,0,0,5479,4097,0,0,52,0,0,0,0,0,0,0,0,0,0,3,24,4,3,24,4,15,12,5,,20,12,5,,,,,,,,,,,
316136345150243_1815333825230480,https://www.facebook.com/camaradeputados/posts/1815333825230480,"O texto prevê multa de R$ 5 mil por animal envolvido, além das sanções previstas na Lei dos Crimes Ambientais https://goo.gl/5VqZc8",Photo,,,10/04/2018 3:01:00 PM, ,14135,14135,0,18937,18935,0,955,409,515,7,7,8368,6419,0,0,365,0,0,0,0,0,0,0,0,0,0,127,648,46,127,648,63,347,72,15,,425,73,17,,,7,,,,7,,,,
316136345150243_1815330871897442,https://www.facebook.com/camaradeputados/posts/1815330871897442,A Câmara analisa projeto que reserva para as mulheres em situação de violência doméstica e familiar pelo menos 5% das vagas dos cursos de formação e de capacitação dos serviços nacionais de aprendizagem e do Sebrae. https://goo.gl/8N1HL9,Photo,,,10/04/2018 7:32:00 AM, ,6409,6409,0,8508,8508,0,159,107,151,1,1,7089,5482,0,0,123,0,0,0,0,0,0,0,0,0,0,10,69,19,12,74,27,89,20,1,,128,22,1,,,1,,,,1,,,,
316136345150243_1809710169126179,https://www.facebook.com/camaradeputados/posts/1809710169126179,O projeto de lei precisa ser votado em três comissões da Câmara. https://goo.gl/BTqPXk,Photo,,,10/03/2018 4:02:00 PM, ,7234,7234,0,9136,9136,0,219,120,161,3,3,6639,5247,0,0,170,0,0,0,0,0,0,0,0,0,0,34,99,11,35,102,12,85,36,6,,118,37,6,,1,2,,,1,2,,,,
316136345150243_1816899278407268,https://www.facebook.com/camaradeputados/posts/1816899278407268,"Entidades privadas sem fins lucrativos que atuem no atendimento médico, ambulatorial ou hospitalar também poderão ter direito aos recursos, que serão distribuídos pelo Ministério da Saúde. https://goo.gl/QQGgz1",Photo,,,10/03/2018 1:03:42 PM, ,4754,4754,0,6026,6026,0,76,34,37,1,1,4962,3840,0,0,64,0,0,0,0,0,0,0,0,0,0,16,40,6,17,41,8,22,12,1,,22,14,1,,,1,,,,1,,,,
316136345150243_1809707259126470,https://www.facebook.com/camaradeputados/posts/1809707259126470,"Entidades privadas sem fins lucrativos que atuem no atendimento médico, ambulatorial ou hospitalar também poderão ter direito aos recursos, que serão distribuídos pelo Ministério da Saúde. https://goo.gl/QQGgz1",Photo,,,10/03/2018 7:29:00 AM, ,4478,4478,0,5746,5746,0,94,63,82,1,1,5334,4120,0,0,86,0,0,0,0,0,0,0,0,0,0,4,48,11,4,49,21,55,12,,,70,12,,,,1,,,,1,,,,
316136345150243_1802008406563022,https://www.facebook.com/camaradeputados/posts/1802008406563022,Projeto garante à gestante provedora seis meses de salário-maternidade sem ônus para o empregador. A proposta considera gestante provedora aquela responsável por mais de 70% da renda familiar.  https://goo.gl/sUy3mr,Photo,,,10/02/2018 3:02:00 PM, ,9012,9012,0,11729,11731,0,499,354,528,2,2,9143,6930,0,0,424,0,0,0,0,0,0,0,0,0,0,39,173,41,42,183,92,320,55,10,,460,58,10,,,2,,,,2,,,,
316136345150243_1806374766126386,https://www.facebook.com/camaradeputados/posts/1806374766126386,"O desconto seria para associações comunitárias, cooperativas, fundações e organizações não governamentais (ONGs) sem fins lucrativos. O objetivo é incentivar atividades industriais.  https://goo.gl/NjtHWi",Photo,,,10/02/2018 7:28:00 AM, ,5659,5659,0,7111,7111,0,203,131,183,0,0,6265,4880,0,0,180,0,0,0,0,0,0,0,0,0,0,15,87,26,17,89,33,113,16,7,,160,16,7,,,,,,,,,,,
316136345150243_1801662719930924,https://www.facebook.com/camaradeputados/posts/1801662719930924,Projeto de lei em debate permite que pessoas inscritas em cadastros de adoção também atuem como padrinhos ou madrinhas de crianças e adolescentes inseridos em programas de acolhimento. https://goo.gl/M7S4Zn,Photo,,,10/01/2018 2:58:00 PM, ,5328,5328,0,6804,6804,0,160,95,141,2,2,5488,4315,0,0,118,0,0,0,0,0,0,0,0,0,0,25,64,8,26,69,10,71,28,7,,105,29,7,,,2,,,,2,,,,
316136345150243_1814431285320734,https://www.facebook.com/camaradeputados/posts/1814431285320734:0,Dicionário legislativo,Photo,,,10/01/2018 10:35:19 AM, ,4645,4645,0,6003,6003,0,106,76,103,0,0,5303,4025,0,0,92,0,0,0,0,0,0,0,0,0,0,6,35,8,6,37,10,54,24,3,,71,29,3,,,,,,,,,,,
316136345150243_503759463430193,https://www.facebook.com/camaradeputados/videos/503759463430193/,Entenda melhor os termos usados nos debates e votações na Câmara. Na semana passada explicamos o que é Regime de Prioridade. Confira! https://goo.gl/w6CA5r,Video,,,10/01/2018 10:33:00 AM, ,1438,1438,0,2037,2037,0,51,40,45,0,0,1742,1196,0,0,41,33,34,0,0,50,50,0,0,2413,4367,3,7,4,3,9,4,27,,2,6,29,,2,7,,,,,,,,,,
316136345150243_1806360489461147,https://www.facebook.com/camaradeputados/posts/1806360489461147,"A Câmara dos Deputados analisa proposta que prevê atendimento domiciliar a pessoas com deficiência em situação de dor, mal-estar ou abandono. https://goo.gl/VswuYs",Photo,,,10/01/2018 7:28:00 AM, ,4165,4165,0,5337,5338,0,93,34,37,1,1,4402,3423,0,0,72,0,0,0,0,0,0,0,0,0,0,15,54,5,15,54,5,18,17,,,20,17,,,,1,,,,1,,,,
316136345150243_1806363119460884,https://www.facebook.com/camaradeputados/posts/1806363119460884,O projeto de lei muda o Código Penal para considerar como agravante a agressão ocorrida na frente de criança ou adolescente. https://goo.gl/NbyDnr,Photo,,,09/28/2018 3:02:00 PM, ,9147,9147,0,11763,11763,0,475,265,408,1,1,8876,6946,0,0,389,0,0,0,0,0,0,0,0,0,0,57,224,39,58,234,62,224,47,8,,346,53,9,,,1,,,,1,,,,
316136345150243_1810772102353319,https://www.facebook.com/camaradeputados/posts/1810772102353319,Aumento das postagens sobre a Intervenção das redes sociais na última semana. Confira nosso relatório semanal: https://goo.gl/5votys #olerj,Photo,,,09/28/2018 7:31:00 AM, ,4365,4365,0,5593,5593,0,75,50,65,2,2,5022,3907,0,0,66,0,0,0,0,0,0,0,0,0,0,4,25,7,4,27,10,34,12,7,,44,14,7,,,2,,,,2,,,,
316136345150243_1809704665793396,https://www.facebook.com/camaradeputados/posts/1809704665793396,"Pessoas que cometem crimes contra o pai ou a mãe de seus filhos podem perder o poder familiar. A perda já ocorria nos casos de emancipação do menor, maioridade, adoção por outra família ou abandono.https://goo.gl/v6cRQo",Photo,,,09/27/2018 2:10:00 PM, ,13416,13416,0,17734,17734,0,696,480,671,5,5,10509,8208,0,0,463,0,0,0,0,0,0,0,0,0,0,67,251,41,89,259,55,396,97,35,,526,106,39,,,5,,,,5,,,,
316136345150243_1806359716127891,https://www.facebook.com/camaradeputados/posts/1806359716127891,"A proposta determina que os bloqueadores sejam instalados pela União, em parceria com os estados. https://goo.gl/y7QsXf",Photo,,,09/27/2018 7:31:01 AM, ,9912,9912,0,12812,12812,0,520,335,484,5,5,10406,8090,0,0,433,0,0,0,0,0,0,0,0,0,0,49,236,62,51,240,79,292,51,8,,413,63,8,,2,3,,,2,3,,,,
316136345150243_1809000472530482,https://www.facebook.com/camaradeputados/posts/1809000472530482,Alunos da educação básica que estejam internados por tempo prolongado para tratamento de saúde – seja no hospital ou em casa – receberão atendimento educacional. https://goo.gl/79ZVBL,Photo,,,09/26/2018 2:03:00 PM, ,8593,8593,0,11343,11343,0,480,272,324,1,1,7774,6054,0,0,360,0,0,0,0,0,0,0,0,0,0,58,230,23,66,235,30,219,57,8,,258,58,8,,,1,,,,1,,,,
316136345150243_1801665263264003,https://www.facebook.com/camaradeputados/posts/1801665263264003,"A proposta, que já foi aprovada pelo Senado Federal e agora está sendo analisada pela Câmara, prevê a reserva de 20% das vagas não preenchidas a maiores de 60 anos. https://goo.gl/RA5hjV",Photo,,,09/26/2018 7:31:01 AM, ,10369,10369,0,13593,13593,0,781,607,880,4,4,10885,8452,0,0,643,0,0,0,0,0,0,0,0,0,0,38,237,74,39,251,113,564,58,14,,803,63,14,,1,3,,,1,3,,,,
316136345150243_1807844225979440,https://www.facebook.com/camaradeputados/posts/1807844225979440,Sancionada lei que tipifica crime de importunação sexual e pune divulgação de cenas de estupro. Pena será maior ainda caso o agressor tenha relação afetiva com a vítima. https://goo.gl/tFR99L,Photo,,,09/25/2018 2:35:00 PM, ,9795,9795,0,12728,12728,0,434,218,272,7,7,9142,7008,0,0,307,0,0,0,0,0,0,0,0,0,0,85,222,18,92,228,20,159,53,14,,205,52,15,,,7,,,,7,,,,
316136345150243_1801660249931171,https://www.facebook.com/camaradeputados/posts/1801660249931171,"A proposta isenta as empresas da contribuição para a Seguridade Social, que é de 20% sobre o salário, para a contratação de autistas. https://goo.gl/AmwmSd",Photo,,,09/25/2018 7:32:00 AM, ,6371,6371,0,7983,7983,0,233,161,229,1,1,6423,5139,0,0,185,0,0,0,0,0,0,0,0,0,0,24,97,28,24,98,33,141,28,7,,190,31,8,,1,,,,1,,,,,
316136345150243_1801645423265987,https://www.facebook.com/camaradeputados/posts/1801645423265987,"Pela proposta, que ainda precisa ser votada na Câmara, o uso indevido da imagem será suficiente para comprovar dano moral. https://goo.gl/7PJGFX",Photo,,,09/24/2018 3:04:00 PM, ,135316,135316,0,211778,211778,0,16125,13996,21562,9,10,27552,18680,0,0,2285,0,0,0,0,0,0,0,0,0,0,969,4460,1728,979,5055,2619,12885,2310,493,,18509,2514,539,,2,8,,,2,8,,,,
316136345150243_1806662202764309,https://www.facebook.com/camaradeputados/posts/1806662202764309:0,Dicionário legislativo,Photo,,,09/24/2018 10:36:12 AM, ,4541,4541,0,6022,6022,0,82,65,79,1,1,5189,3815,0,0,78,0,0,0,0,0,0,0,0,0,0,9,21,3,10,23,3,44,20,,,57,22,,,,1,,,,1,,,,
316136345150243_485665331914405,https://www.facebook.com/camaradeputados/videos/485665331914405/,Entenda melhor os termos usados nos debates e votações na Câmara. Na semana passada explicamos o que é Regime de Urgência . Confira! https://goo.gl/BkGhsb,Video,,,09/24/2018 10:29:00 AM, ,1604,1604,0,2269,2269,0,62,55,63,0,0,1872,1279,0,0,56,39,39,0,0,51,51,0,0,1918,4000,2,10,3,2,11,3,40,,,7,48,,,7,,,,,,,,,,
316136345150243_1791131230984073,https://www.facebook.com/camaradeputados/posts/1791131230984073,O projeto de lei prevê que o salário dos professores de todo o País tenha como piso o valor pago aos professores do Distrito Federal. O texto ainda ainda será votado pela Câmara. https://goo.gl/mAiw2f,Photo,,,09/24/2018 7:33:00 AM, ,8819,8819,0,11533,11533,0,525,367,440,3,3,8615,6517,0,0,424,0,0,0,0,0,0,0,0,0,0,61,194,38,64,195,40,314,56,22,,357,59,24,,1,2,,,1,2,,,,
